Feature ID	Taxon
seq270	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Xiphinematobacteraceae; Candidatus Xiphinematobacter; none
seq271	Bacteria; Proteobacteria; Alphaproteobacteria; Reyranellales; Reyranellaceae; Reyranella; none
seq272	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia-Shigella; none
seq273	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq274	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq275	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Microbacteriaceae; Amnibacterium; none
seq276	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Conexibacter; none
seq277	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; none; none
seq278	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Xiphinematobacteraceae; Candidatus Xiphinematobacter; none
seq279	Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; none; none; none
seq280	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; none; none
seq281	Bacteria; Actinobacteriota; Actinobacteria; Streptosporangiales; Nocardiopsaceae; Nocardiopsis; none
seq282	Bacteria; Actinobacteriota; Actinobacteria; Frankiales; Acidothermaceae; Acidothermus; none
seq283	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; Aquisphaera; none
seq284	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Microbacteriaceae; Amnibacterium; none
seq285	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq286	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; 1174-901-12; none
seq287	Bacteria; Proteobacteria; Gammaproteobacteria; WD260; none; none; none
seq288	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; none; none
seq289	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Propionibacteriaceae; Phytoactinopolyspora; none
seq290	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; none; none
seq291	Bacteria; Actinobacteriota; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; none; none
seq292	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; 1174-901-12; none
seq293	Bacteria; Actinobacteriota; Actinobacteria; Streptosporangiales; Nocardiopsaceae; Nocardiopsis; none
seq294	Bacteria; Proteobacteria; Gammaproteobacteria; none; none; none; none
seq295	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Roseiarcus; none
seq296	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Roseiarcus; none
seq297	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Oxalobacteraceae; Massilia; none
seq298	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Xiphinematobacteraceae; Candidatus Xiphinematobacter; none
seq299	Bacteria; Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae; none; none
seq300	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; none
seq301	Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; JG30-KF-CM45; none; none
seq302	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; 1174-901-12; none
seq303	Bacteria; Proteobacteria; Alphaproteobacteria; Reyranellales; Reyranellaceae; Reyranella; none
seq304	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; none; none
seq305	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Oxalobacteraceae; Massilia; none
seq306	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; none; none
seq307	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Propionibacteriaceae; Phytoactinopolyspora; none
seq308	Bacteria; Actinobacteriota; Actinobacteria; Streptosporangiales; Nocardiopsaceae; Nocardiopsis; none
seq309	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq310	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq311	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq312	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; none; none; none
seq313	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; 1174-901-12; none
seq314	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Propionibacteriaceae; Phytoactinopolyspora; none
seq315	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; 1174-901-12; none
seq316	Bacteria; Cyanobacteria; Cyanobacteriia; none; none; none; none
seq317	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; none
seq318	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Conexibacter; none
seq319	Bacteria; Actinobacteriota; Actinobacteria; Micromonosporales; Micromonosporaceae; Actinoplanes; none
seq320	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; none; none
seq321	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq322	Bacteria; Actinobacteriota; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Actinomycetospora; none
seq323	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Acidiphilium; none
seq324	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; none; none; none
seq325	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Acidiphilium; none
seq326	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia-Caballeronia-Paraburkholderia; none
seq327	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; none; none
seq328	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; 1174-901-12; none
seq329	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Endobacter; none
seq330	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Chthoniobacteraceae; Candidatus Udaeobacter; none
seq331	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; Aquisphaera; none
seq332	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; 1174-901-12; none
seq333	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; none; none; none
seq334	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; none; none; none
seq335	Bacteria; Cyanobacteria; Cyanobacteriia; Chloroplast; none; none; none
seq336	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria Incertae Sedis; Unknown Family; Acidibacter; none
seq337	Bacteria; Acidobacteriota; Acidobacteriae; Subgroup 2; none; none; none
seq338	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter; none
seq339	Bacteria; Proteobacteria; Alphaproteobacteria; Micropepsales; Micropepsaceae; none; none
seq340	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; none; none
seq341	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; 1174-901-12; none
seq342	Bacteria; Actinobacteriota; Actinobacteria; Frankiales; Frankiaceae; Jatrophihabitans; none
seq343	Bacteria; Actinobacteriota; Actinobacteria; Kineosporiales; Kineosporiaceae; Kineosporia; none
seq344	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq345	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Xiphinematobacteraceae; Candidatus Xiphinematobacter; none
seq346	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Endobacter; none
seq347	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides; none
seq348	Bacteria; Cyanobacteria; Cyanobacteriia; Cyanobacteriales; Nostocaceae; Nostoc PCC-73102; none
seq349	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; none; none
seq350	Bacteria; Actinobacteriota; Actinobacteria; Kineosporiales; Kineosporiaceae; Kineosporia; none
seq351	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; none; none
seq352	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq353	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq354	Bacteria; Actinobacteriota; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Actinomycetospora; none
seq355	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Conexibacter; none
seq356	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylobacterium-Methylorubrum; none
seq357	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Microbacteriaceae; none; none
seq358	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; none; none
seq359	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria Incertae Sedis; Unknown Family; Acidibacter; none
seq360	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Microbacteriaceae; Amnibacterium; none
seq361	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq362	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; none; none
seq363	Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; none; none; none
seq364	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq365	Bacteria; RCP2-54; none; none; none; none; none
seq366	Bacteria; Proteobacteria; Alphaproteobacteria; none; none; none; none
seq367	Bacteria; Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae; none; none
seq368	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter; none
seq369	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; Tundrisphaera; none
seq370	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Oxalobacteraceae; Massilia; none
seq371	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Propionibacteriaceae; Cutibacterium; none
seq372	Bacteria; Actinobacteriota; Actinobacteria; Micromonosporales; Micromonosporaceae; Actinoplanes; none
seq373	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Endobacter; none
seq374	Bacteria; Actinobacteriota; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces; none
seq375	Bacteria; Acidobacteriota; Acidobacteriae; Subgroup 2; none; none; none
seq376	Bacteria; Actinobacteriota; Actinobacteria; Frankiales; Frankiaceae; Jatrophihabitans; none
seq377	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; none
seq378	Bacteria; Acidobacteriota; Acidobacteriae; Solibacterales; Solibacteraceae; Candidatus Solibacter; none
seq379	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Oxalobacteraceae; Massilia; none
seq380	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; none
seq381	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq382	Bacteria; Planctomycetota; Planctomycetes; Planctomycetales; none; none; none
seq383	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq384	Bacteria; Proteobacteria; Alphaproteobacteria; Elsterales; none; none; none
seq385	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylobacterium-Methylorubrum; none
seq386	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Robbsia; none
seq387	Bacteria; Cyanobacteria; Cyanobacteriia; Chloroplast; none; none; none
seq388	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; none; none
seq389	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Chthoniobacteraceae; Candidatus Udaeobacter; none
seq390	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; none; none; none
seq391	Bacteria; Acidobacteriota; Acidobacteriae; Subgroup 2; none; none; none
seq392	Bacteria; Actinobacteriota; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; none; none
seq393	Bacteria; Actinobacteriota; Actinobacteria; Streptosporangiales; Nocardiopsaceae; Nocardiopsis; none
seq394	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq395	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; none; none
seq396	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; none
seq397	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; none; none
seq398	Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; none; none
seq399	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq400	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; none
seq401	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; none
seq402	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; none; none
seq403	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Microbacteriaceae; none; none
seq404	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Chthoniobacteraceae; Candidatus Udaeobacter; none
seq405	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; none; none
seq406	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq407	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; none
seq408	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq409	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq410	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; none; none
seq411	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; Tundrisphaera; none
seq412	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae (Subgroup 1); Bryocella; none
seq413	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; 1174-901-12; none
seq414	Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; none; none; none
seq415	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; none; none; none
seq416	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; none
seq417	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia-Caballeronia-Paraburkholderia; none
seq418	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Chthoniobacteraceae; Candidatus Udaeobacter; none
seq419	Bacteria; Actinobacteriota; Actinobacteria; Kineosporiales; Kineosporiaceae; Kineosporia; none
seq420	Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; none; none
seq421	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Spirosomaceae; Spirosoma; none
seq422	Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; none; none; none
seq423	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq424	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Brevibacteriaceae; none; none
seq425	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Acidisoma; none
seq426	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; none; none
seq427	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylobacterium-Methylorubrum; none
seq428	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; 1174-901-12; none
seq429	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Microbacteriaceae; none; none
seq430	Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; JG30-KF-CM45; none; none
seq431	Bacteria; Actinobacteriota; Actinobacteria; Streptomycetales; Streptomycetaceae; none; none
seq432	Bacteria; Acidobacteriota; Acidobacteriae; Subgroup 2; none; none; none
seq433	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Chthoniobacteraceae; Candidatus Udaeobacter; none
seq434	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq435	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq436	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Solirubrobacter; none
seq437	Bacteria; Actinobacteriota; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Pseudonocardia; none
seq438	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; 1174-901-12; none
seq439	Bacteria; Acidobacteriota; Acidobacteriae; Subgroup 2; none; none; none
seq440	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; none; none
seq441	Bacteria; Proteobacteria; Alphaproteobacteria; Elsterales; none; none; none
seq442	Bacteria; Actinobacteriota; Actinobacteria; Micromonosporales; Micromonosporaceae; none; none
seq443	Bacteria; Actinobacteriota; Actinobacteria; Frankiales; Acidothermaceae; Acidothermus; none
seq444	Bacteria; Proteobacteria; Alphaproteobacteria; Reyranellales; Reyranellaceae; Reyranella; none
seq445	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq446	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq447	Bacteria; Myxococcota; Polyangia; Haliangiales; Haliangiaceae; Haliangium; none
seq448	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Acidiphilium; none
seq449	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Blastomonas; none
seq450	Bacteria; Actinobacteriota; Actinobacteria; Catenulisporales; Actinospicaceae; Actinospica; none
seq451	Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; none; none
seq452	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq453	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
